1.110037155120849661e+01,4.574303773641586607e-02,2.016424363040923984e-01
7.658309866027831703e+00,6.402765348196029493e-02,2.030988103628158514e-01
5.601560151367187324e+00,6.959317360639571959e-02,2.097729639196395934e-01
4.474761040039062721e+00,7.680872109889984312e-02,2.194558644723892116e-01
3.852153348464965710e+00,8.703556261062622701e-02,2.303567905426025519e-01
3.462930778503417795e+00,9.599339295864105226e-02,2.405483168792724724e-01
3.178656260223388763e+00,1.013271181273460442e-01,2.488102677917480576e-01
2.946407689056396606e+00,1.031168233466148443e-01,2.548988589572906416e-01
2.744321023788452329e+00,1.024062120485305788e-01,2.591899689388275085e-01
2.562463535385131941e+00,1.002480236673355118e-01,2.622415548038482536e-01
2.395819902420043945e+00,9.737333484411239692e-02,2.645283640766143973e-01
2.241831129379272536e+00,9.420302093267440835e-02,2.663567598628998057e-01
2.099482626724243239e+00,9.098675641775130774e-02,2.678872571182250861e-01
1.968714533576965353e+00,8.790108292102813414e-02,2.691847679424285711e-01
1.849821041069030780e+00,8.507358098983765216e-02,2.702571834373473925e-01
1.742959413032531657e+00,8.259384277820587539e-02,2.710783011436462275e-01
1.647870540924072369e+00,8.052504682302474848e-02,2.715906105899810741e-01
1.563806757087707444e+00,7.889528194427490593e-02,2.716985076332092408e-01
1.489627281188964814e+00,7.768774174690246115e-02,2.712685226535797023e-01
1.423973997116088963e+00,7.684033641576766549e-02,2.701343001365661411e-01
1.365445428390502869e+00,7.625057366132735603e-02,2.680984523773193295e-01
1.312716253166198666e+00,7.578641181230545698e-02,2.649310350418090931e-01
1.264602392272949238e+00,7.530262249231338412e-02,2.603764621734618867e-01
1.220082602653503434e+00,7.466288362503051279e-02,2.541883969020843348e-01
1.178302724723815809e+00,7.376775058507918648e-02,2.462214931249618599e-01
1.138583427810669013e+00,7.258605404615402212e-02,2.366006792593002284e-01
1.100439274444580118e+00,7.117949252605437760e-02,2.259114306211471579e-01
1.063588923606872516e+00,6.968954918146133548e-02,2.152076144075393549e-01
1.027917406253814780e+00,6.826977142095565221e-02,2.056454618167877224e-01
9.933938247108459185e-01,6.701102117538451641e-02,1.979563514518737910e-01
9.600018985557555729e-01,6.592323750734328802e-02,1.922491913461685242e-01
9.277102695846557445e-01,6.496855881690978551e-02,1.882146987009048478e-01
8.964663626289367526e-01,6.409430476069449822e-02,1.854169110918044983e-01
8.661990405273437554e-01,6.325195874452591016e-02,1.834694875383376944e-01
8.368286608505248747e-01,6.240405795335769723e-02,1.820915415191650399e-01
8.082800029754638738e-01,6.152755675911903560e-02,1.810994236755371078e-01
7.804924171066284222e-01,6.061232501506805259e-02,1.803787459468841614e-01
7.534243143272399967e-01,5.965741285204887584e-02,1.798579002189636122e-01
7.270524264717102003e-01,5.866734215736389008e-02,1.794893440341949475e-01
7.013685973167419485e-01,5.764911819934844667e-02,1.792383718729019249e-01
6.763754431915283138e-01,5.661023751258850017e-02,1.790773835611343401e-01
6.520813871383667193e-01,5.555736168384552143e-02,1.789835081195831346e-01
6.284970701599120746e-01,5.449668088316917541e-02,1.789378262042999324e-01
6.056337124633789371e-01,5.343322478532790826e-02,1.789251947164535450e-01
5.835025310897826722e-01,5.237129034876823741e-02,1.789340185594558708e-01
5.621164007377624783e-01,5.131384064674377604e-02,1.789558251476287831e-01
5.414912531280517971e-01,5.026289221286773384e-02,1.789847117471694837e-01
5.216489220619201506e-01,4.921798536181450079e-02,1.790167545223236012e-01
5.026171721649169699e-01,4.817629274606704398e-02,1.790494735145568839e-01
4.844278857707977060e-01,4.713234511256218090e-02,1.790813813972473023e-01
4.671127008056640828e-01,4.607823912978172010e-02,1.791116706037521322e-01
4.506962734603882081e-01,4.500697969675063886e-02,1.791399492645263658e-01
4.351899421501159715e-01,4.391416394829750214e-02,1.791660940456390461e-01
4.205878517150878904e-01,4.280046657919883701e-02,1.791901394224166832e-01
4.068659312915802184e-01,4.167189947009086737e-02,1.792122030687332279e-01
3.939844832038879585e-01,4.053756401896476541e-02,1.792324480867385772e-01
3.818921008014679042e-01,3.940817414045334061e-02,1.792510441255569520e-01
3.705306947326660327e-01,3.829328666448593432e-02,1.792681693363189777e-01
3.598395415687560828e-01,3.720040665864944585e-02,1.792839809179306021e-01
3.497585020446777326e-01,3.613453937888145423e-02,1.792986291027069135e-01
3.402300170326232887e-01,3.509870277523994414e-02,1.793122338581085162e-01
3.311999998760223329e-01,3.409436393022537148e-02,1.793249125623702922e-01
3.226183214569091628e-01,3.312170415997504891e-02,1.793367475509643483e-01
3.144387399578094655e-01,3.218097924888133760e-02,1.793478145503997756e-01
3.066189225387573325e-01,3.127252205669880242e-02,1.793581783533096385e-01
2.991202751541137683e-01,3.039652169108390811e-02,1.793678902196884084e-01
2.919084879970550439e-01,2.955365417242050013e-02,1.793769950103759891e-01
2.849536133766174539e-01,2.874404592216014964e-02,1.793855296945571776e-01
2.782304765224457022e-01,2.796685588598251185e-02,1.793935274314880368e-01
2.717190709590912023e-01,2.722124600231647443e-02,1.794010191917419506e-01
2.654041569042205895e-01,2.650558143138885547e-02,1.794080354404449518e-01
2.592749347591400411e-01,2.581852368772030032e-02,1.794146053171157829e-01
2.533243959188461458e-01,2.515941224634647352e-02,1.794207507419586234e-01
2.475482335901260378e-01,2.452836165070533883e-02,1.794265008544921880e-01
2.419440587806701570e-01,2.392563804745674247e-02,1.794318790483474813e-01
2.365103335237503102e-01,2.335149156212806831e-02,1.794369143676757816e-01
2.312457392454147220e-01,2.280581005811691334e-02,1.794416183996200564e-01
2.261484859514236445e-01,2.228779196858406142e-02,1.794460245656967212e-01
2.212158643007278436e-01,2.179607738316059057e-02,1.794501478099823077e-01
2.164439690065383948e-01,2.132889073312282599e-02,1.794540063476562364e-01
2.118274949693679798e-01,2.088426071584224830e-02,1.794576214790344348e-01
2.073599227190017769e-01,2.046014749646186959e-02,1.794610119247436464e-01
2.030337044811248715e-01,2.005472695291042259e-02,1.794641913652419984e-01
1.988407258510589692e-01,1.966633762538433014e-02,1.794671740388870118e-01
1.947726485395431528e-01,1.929352425396442527e-02,1.794699730682373096e-01
1.908214932680130094e-01,1.893509783565998014e-02,1.794726014184951646e-01
1.869800614595413246e-01,1.859006425857543873e-02,1.794750699281692508e-01
1.832419281578064052e-01,1.825745934605598614e-02,1.794773918151855441e-01
1.796019400167465085e-01,1.793635538220405418e-02,1.794795728778839083e-01
1.760559397840499862e-01,1.762587007403373582e-02,1.794816253232955905e-01
1.726008713054656973e-01,1.732505091071128919e-02,1.794835500669479389e-01
1.692344963598251262e-01,1.703285602152347644e-02,1.794853631782531711e-01
1.659551580810546823e-01,1.674826472997665433e-02,1.794870640468597400e-01
1.627617759180068902e-01,1.647040671825408809e-02,1.794886622381210439e-01
1.596536082363128606e-01,1.619858625799417556e-02,1.794901608467102117e-01
1.566302713441848626e-01,1.593258021265268193e-02,1.794915676593780429e-01
1.536917856073379551e-01,1.567263911306858090e-02,1.794928875589370809e-01
1.508383107852935834e-01,1.541939003288745821e-02,1.794941158628463873e-01
1.480703507328033353e-01,1.517392574459314365e-02,1.794952669668197498e-01
1.453883579301833984e-01,1.493744450449943466e-02,1.794963353252410909e-01
1.427930210351943952e-01,1.471128731906413967e-02,1.794973303985595570e-01
1.402849060869216791e-01,1.449670843064784949e-02,1.794982515764236564e-01
1.378646153688430909e-01,1.429481901913881234e-02,1.794991042995452979e-01
1.355328026962280275e-01,1.410640439897775655e-02,1.794998837375640921e-01
1.332900311946868810e-01,1.393192079186439565e-02,1.795005990457534673e-01
1.311368504667282109e-01,1.377137089014053399e-02,1.795012489509582587e-01
1.290736337041854809e-01,1.362423264592885902e-02,1.795018337583541845e-01
1.271004143047332891e-01,1.348938259392976763e-02,1.795023586559295614e-01
1.252168417119979837e-01,1.336510341852903405e-02,1.795028212547302160e-01
1.234220351147651690e-01,1.324943970531225132e-02,1.795032217550277809e-01
1.217145445537567150e-01,1.313991010218858689e-02,1.795035685014724769e-01
1.200923666310310389e-01,1.303429609715938547e-02,1.795038527917861837e-01
1.185531380677223162e-01,1.293045926064252844e-02,1.795040824127197288e-01
1.170941902804374657e-01,1.282736124277114934e-02,1.795042570066452126e-01
1.157128066754341128e-01,1.272455196231603650e-02,1.795043752479553167e-01
1.144062119650840759e-01,1.262248004823923048e-02,1.795044400405883811e-01
1.131715512609481750e-01,1.252225645869970393e-02,1.795044510269165061e-01
1.120058010363578771e-01,1.242541176170110749e-02,1.795044129848480108e-01
1.109057033133506731e-01,1.233356778442859687e-02,1.795043247461318991e-01
1.098676741933822670e-01,1.224778027743101197e-02,1.795041833639144935e-01
